parameter_id,domain,parameter_name,value,unit,value_type,status,source,reference_source,formula_or_rule,rounding,notes
schedule.equipment.exit_policy,schedule,Equipment exit policy,retain_rare,policy,policy,frozen_v1,洞天设计,"","normal/fine salvage, rare+ sale with affix-adjusted expected price",enum,装备出口候选策略
schedule.equipment.progression_reserve,schedule,Equipment progression duplicate reserve,1,boolean,policy,frozen_v1,洞天设计,"",retain one duplicate at current canonical quality before salvage,fixed,仓库满载时优先保留升品所需重复装备
schedule.priority.breakthrough_first,schedule,Breakthrough payment priority,1,boolean,policy,frozen_v1,洞天设计,"",pay at milestone before optional activity,fixed,库存优先级：突破先于可选活动
schedule.priority.resource_reserve,schedule,Resource reserve priority,1,boolean,policy,frozen_v1,洞天设计,"",reserve next breakthrough and queued upgrade costs before production,fixed,生产只能消耗预留之外资源；升级批次原子支付
schedule.random_event.roll_interval_hours,schedule,Random event roll interval,168,hours,policy,frozen_v1,洞天设计,"",one mutually-exclusive event roll per interval,integer,随机事件周期间隔
schedule.random_event.max_active,schedule,Maximum simultaneous random events,1,count,policy,frozen_v1,洞天设计,"",events in one interval do not stack,integer,随机事件并发上限
schedule.random_event.spirit_tide.chance,schedule,spirit_tide chance per roll,20,percent,probability,frozen_v1,洞天设计,"",mutually-exclusive roll,integer,随机事件触发概率
schedule.random_event.spirit_tide.duration_hours,schedule,spirit_tide duration,6,hours,scalar,frozen_v1,洞天设计,"",same online/offline activity modifier,integer,随机事件持续时间
schedule.random_event.spirit_tide.production_multiplier,schedule,spirit_tide production multiplier,1.25,ratio,scalar,frozen_v1,洞天设计,"",applies to production actions only,2dp,随机事件生产倍率
schedule.random_event.beast_raid.chance,schedule,beast_raid chance per roll,10,percent,probability,frozen_v1,洞天设计,"",mutually-exclusive roll,integer,随机事件触发概率
schedule.random_event.beast_raid.duration_hours,schedule,beast_raid duration,4,hours,scalar,frozen_v1,洞天设计,"",same online/offline activity modifier,integer,随机事件持续时间
schedule.random_event.beast_raid.production_multiplier,schedule,beast_raid production multiplier,0.8,ratio,scalar,frozen_v1,洞天设计,"",applies to production actions only,2dp,随机事件生产倍率
dungeon.high_tier.nascent_soul.transition_hours,dungeon,nascent_soul high-tier transition hours,552,hours,target,frozen_v1,洞天设计,"",target_to_hours - target_from_hours,integer,高阶远征过渡时长
dungeon.high_tier.nascent_soul.spirit_stone_per_hour,dungeon,nascent_soul high-tier spirit_stone supply rate,120.77294685990339,spirit_stone_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.nascent_soul.pill_per_hour,dungeon,nascent_soul high-tier pill supply rate,0.7628536922015183,pill_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.nascent_soul.ancient_scroll_per_hour,dungeon,nascent_soul high-tier ancient_scroll supply rate,0.04830917874396135,ancient_scroll_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.nascent_soul.demon_core_per_hour,dungeon,nascent_soul high-tier demon_core supply rate,0.12077294685990338,demon_core_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.nascent_soul.millennium_herb_per_hour,dungeon,nascent_soul high-tier millennium_herb supply rate,0.24154589371980675,millennium_herb_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.nascent_soul.meteor_iron_per_hour,dungeon,nascent_soul high-tier meteor_iron supply rate,0.24154589371980675,meteor_iron_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.divine_transformation.transition_hours,dungeon,divine_transformation high-tier transition hours,1440,hours,target,frozen_v1,洞天设计,"",target_to_hours - target_from_hours,integer,高阶远征过渡时长
dungeon.high_tier.divine_transformation.spirit_stone_per_hour,dungeon,divine_transformation high-tier spirit_stone supply rate,185.1851851851852,spirit_stone_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.divine_transformation.pill_per_hour,dungeon,divine_transformation high-tier pill supply rate,0.9074074074074073,pill_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.divine_transformation.ancient_scroll_per_hour,dungeon,divine_transformation high-tier ancient_scroll supply rate,0.07407407407407407,ancient_scroll_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.divine_transformation.demon_core_per_hour,dungeon,divine_transformation high-tier demon_core supply rate,0.18518518518518517,demon_core_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.divine_transformation.millennium_herb_per_hour,dungeon,divine_transformation high-tier millennium_herb supply rate,0.37037037037037035,millennium_herb_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.divine_transformation.meteor_iron_per_hour,dungeon,divine_transformation high-tier meteor_iron supply rate,0.37037037037037035,meteor_iron_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.void_refining.transition_hours,dungeon,void_refining high-tier transition hours,4320,hours,target,frozen_v1,洞天设计,"",target_to_hours - target_from_hours,integer,高阶远征过渡时长
dungeon.high_tier.void_refining.spirit_stone_per_hour,dungeon,void_refining high-tier spirit_stone supply rate,246.91358024691357,spirit_stone_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.void_refining.pill_per_hour,dungeon,void_refining high-tier pill supply rate,0.9936067019400352,pill_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.void_refining.ancient_scroll_per_hour,dungeon,void_refining high-tier ancient_scroll supply rate,0.09876543209876543,ancient_scroll_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.void_refining.demon_core_per_hour,dungeon,void_refining high-tier demon_core supply rate,0.24691358024691357,demon_core_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.void_refining.millennium_herb_per_hour,dungeon,void_refining high-tier millennium_herb supply rate,0.49382716049382713,millennium_herb_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.void_refining.meteor_iron_per_hour,dungeon,void_refining high-tier meteor_iron supply rate,0.49382716049382713,meteor_iron_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.body_unity.transition_hours,dungeon,body_unity high-tier transition hours,12960,hours,target,frozen_v1,洞天设计,"",target_to_hours - target_from_hours,integer,高阶远征过渡时长
dungeon.high_tier.body_unity.spirit_stone_per_hour,dungeon,body_unity high-tier spirit_stone supply rate,329.2181069958848,spirit_stone_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.body_unity.pill_per_hour,dungeon,body_unity high-tier pill supply rate,1.32282480893592,pill_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.body_unity.ancient_scroll_per_hour,dungeon,body_unity high-tier ancient_scroll supply rate,0.13168724279835392,ancient_scroll_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.body_unity.demon_core_per_hour,dungeon,body_unity high-tier demon_core supply rate,0.3292181069958848,demon_core_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.body_unity.millennium_herb_per_hour,dungeon,body_unity high-tier millennium_herb supply rate,0.6584362139917695,millennium_herb_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.body_unity.meteor_iron_per_hour,dungeon,body_unity high-tier meteor_iron supply rate,0.6584362139917695,meteor_iron_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.great_vehicle.transition_hours,dungeon,great_vehicle high-tier transition hours,38880,hours,target,frozen_v1,洞天设计,"",target_to_hours - target_from_hours,integer,高阶远征过渡时长
dungeon.high_tier.great_vehicle.spirit_stone_per_hour,dungeon,great_vehicle high-tier spirit_stone supply rate,438.957475994513,spirit_stone_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.great_vehicle.pill_per_hour,dungeon,great_vehicle high-tier pill supply rate,1.761782284930433,pill_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.great_vehicle.ancient_scroll_per_hour,dungeon,great_vehicle high-tier ancient_scroll supply rate,0.1755829903978052,ancient_scroll_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.great_vehicle.demon_core_per_hour,dungeon,great_vehicle high-tier demon_core supply rate,0.438957475994513,demon_core_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.great_vehicle.millennium_herb_per_hour,dungeon,great_vehicle high-tier millennium_herb supply rate,0.877914951989026,millennium_herb_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.great_vehicle.meteor_iron_per_hour,dungeon,great_vehicle high-tier meteor_iron supply rate,0.877914951989026,meteor_iron_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.tribulation.transition_hours,dungeon,tribulation high-tier transition hours,116640,hours,target,frozen_v1,洞天设计,"",target_to_hours - target_from_hours,integer,高阶远征过渡时长
dungeon.high_tier.tribulation.spirit_stone_per_hour,dungeon,tribulation high-tier spirit_stone supply rate,585.2766346593507,spirit_stone_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.tribulation.pill_per_hour,dungeon,tribulation high-tier pill supply rate,2.347058919589784,pill_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.tribulation.ancient_scroll_per_hour,dungeon,tribulation high-tier ancient_scroll supply rate,0.23411065386374028,ancient_scroll_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.tribulation.demon_core_per_hour,dungeon,tribulation high-tier demon_core supply rate,0.5852766346593508,demon_core_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.tribulation.millennium_herb_per_hour,dungeon,tribulation high-tier millennium_herb supply rate,1.1705532693187015,millennium_herb_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
dungeon.high_tier.tribulation.meteor_iron_per_hour,dungeon,tribulation high-tier meteor_iron supply rate,1.1705532693187015,meteor_iron_per_hour,derived,frozen_v1,洞天设计,"",transition_cost / (transition_hours * supply_window),6dp,高阶远征资源供给锚点
combat.player.base_attack,combat,Player base attack,120,attack,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.player.base_accuracy,combat,Player base accuracy,100,accuracy,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.player.base_defence,combat,Player base defence,100,defence,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.player.base_health,combat,Player base health,1000,health,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.player.base_evasion,combat,Player base evasion,100,evasion,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.player.base_speed,combat,Player base speed,0,speed,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.player.base_attack_interval,combat,Player base attack interval,4,seconds,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.enemy.base_attack_interval,combat,Enemy base attack interval,5,seconds,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.damage.base_coefficient,combat,Base damage coefficient,0.5,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.speed.min_attack_interval,combat,Minimum attack interval,1,seconds,constant,frozen_v1,洞天设计,"","","",V1参数
combat.power.attack_weight,combat,Battle power attack weight,1,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.power.defence_weight,combat,Battle power defence weight,0.8,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.power.health_weight,combat,Battle power health weight,0.05,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.power.speed_weight,combat,Battle power speed weight,2,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.element.counter_damage_multiplier,combat,Element counter damage multiplier,1.25,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.element.counter_resistance_multiplier,combat,Element counter resistance multiplier,0.8,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.player.element_neutral,combat,Player neutral element baseline,1,boolean,constant,frozen_v1,洞天设计,"","","",V1参数
combat.recovery.success_health_ratio,combat,Successful fight health reset ratio,1,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.recovery.failure_cooldown,combat,Failure recovery cooldown,60,seconds,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.failure.reward_multiplier,combat,Failure reward multiplier,0,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.pill.heal_per_use,combat,Pill healing per use,250,health_per_pill,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.pill.auto_use_threshold_percent,combat,Auto pill threshold,40,percent,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.pill.auto_use_target_percent,combat,Auto pill target,80,percent,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.triangle.multiplier,combat,Five element counter multiplier,1.25,ratio,scalar,frozen_v1,洞天设计,"",one application to final outgoing damage,2dp,五行克制伤害倍率
combat.map.target_kill_time,combat,Target map kill time,600,seconds,target,frozen_v1,洞天设计,"",default target equals Qing Feng baseline; each map overrides,integer,普通地图默认目标击杀时间
loot.equipment.quality_budget,loot,Equipment quality stat budget,100,stat_points,scalar,frozen_v1,洞天设计,"",normal weapon slot baseline; slot and quality multipliers override,integer,装备普通武器基础预算
loot.equipment.drop_probability,loot,Equipment quality drop probability,100,percent,probability,frozen_v1,洞天设计,"",each configured equipment roll produces one quality result,integer,装备品质抽取必定发生
combat.boss.initial_barrier_percent,combat,Boss initial barrier,20,percent,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.boss.phase_two_damage_multiplier,combat,Boss phase two damage,1.2,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.boss.stun_interval,combat,Boss stun interval,60,seconds,scalar,frozen_v1,洞天设计,"","","",V1参数
combat.boss.stun_duration,combat,Boss stun duration,3,seconds,scalar,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.target_kill_time,map,bai_cao_valley target kill time,30,seconds,target,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.enemy_effective_hp,map,bai_cao_valley enemy effective hp,260,health,target,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.enemy_defence,map,bai_cao_valley enemy defence,30,defence,scalar,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.enemy_evasion,map,bai_cao_valley enemy evasion,50,evasion,scalar,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.enemy_attack,map,bai_cao_valley enemy attack,50,attack,scalar,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.enemy_accuracy,map,bai_cao_valley enemy accuracy,80,accuracy,scalar,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.enemy_element,map,bai_cao_valley enemy element,wood,element,constant,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.spirit_stone_per_kill,map,bai_cao_valley stone per kill,5,spirit_stone_per_kill,scalar,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.spirit_ore_per_kill,map,bai_cao_valley ore per kill,1,spirit_ore_per_kill,scalar,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.spirit_wood_per_kill,map,bai_cao_valley wood per kill,1,spirit_wood_per_kill,scalar,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.equipment_drop_chance,map,bai_cao_valley equipment chance,2,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.ancient_scroll_drop_chance,map,bai_cao_valley scroll chance,0.5,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.equipment_quality_normal_chance,map,bai_cao_valley quality chance,65,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.equipment_quality_fine_chance,map,bai_cao_valley quality chance,25,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.equipment_quality_rare_chance,map,bai_cao_valley quality chance,8,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.equipment_quality_epic_chance,map,bai_cao_valley quality chance,2,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.equipment_quality_legendary_chance,map,bai_cao_valley quality chance,0,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.equipment_quality_immortal_chance,map,bai_cao_valley quality chance,0,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.bai_cao_valley.ancient_scroll_pity_kills,map,bai_cao_valley scroll pity kills,100,kills,constant,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.target_kill_time,map,black_wind_valley target kill time,90,seconds,target,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.enemy_effective_hp,map,black_wind_valley enemy effective hp,596,health,target,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.enemy_defence,map,black_wind_valley enemy defence,70,defence,scalar,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.enemy_evasion,map,black_wind_valley enemy evasion,50,evasion,scalar,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.enemy_attack,map,black_wind_valley enemy attack,100,attack,scalar,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.enemy_accuracy,map,black_wind_valley enemy accuracy,100,accuracy,scalar,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.enemy_element,map,black_wind_valley enemy element,earth,element,constant,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.spirit_stone_per_kill,map,black_wind_valley stone per kill,20,spirit_stone_per_kill,scalar,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.spirit_ore_per_kill,map,black_wind_valley ore per kill,2,spirit_ore_per_kill,scalar,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.spirit_wood_per_kill,map,black_wind_valley wood per kill,2,spirit_wood_per_kill,scalar,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.equipment_drop_chance,map,black_wind_valley equipment chance,5,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.ancient_scroll_drop_chance,map,black_wind_valley scroll chance,1.5,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.equipment_quality_normal_chance,map,black_wind_valley quality chance,35,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.equipment_quality_fine_chance,map,black_wind_valley quality chance,35,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.equipment_quality_rare_chance,map,black_wind_valley quality chance,20,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.equipment_quality_epic_chance,map,black_wind_valley quality chance,8,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.equipment_quality_legendary_chance,map,black_wind_valley quality chance,2,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.equipment_quality_immortal_chance,map,black_wind_valley quality chance,0,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.black_wind_valley.ancient_scroll_pity_kills,map,black_wind_valley scroll pity kills,100,kills,constant,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.target_kill_time,map,red_flame_cave target kill time,240,seconds,target,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.enemy_effective_hp,map,red_flame_cave enemy effective hp,1227,health,target,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.enemy_defence,map,red_flame_cave enemy defence,120,defence,scalar,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.enemy_evasion,map,red_flame_cave enemy evasion,50,evasion,scalar,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.enemy_attack,map,red_flame_cave enemy attack,200,attack,scalar,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.enemy_accuracy,map,red_flame_cave enemy accuracy,120,accuracy,scalar,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.enemy_element,map,red_flame_cave enemy element,fire,element,constant,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.spirit_stone_per_kill,map,red_flame_cave stone per kill,60,spirit_stone_per_kill,scalar,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.spirit_ore_per_kill,map,red_flame_cave ore per kill,4,spirit_ore_per_kill,scalar,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.spirit_wood_per_kill,map,red_flame_cave wood per kill,4,spirit_wood_per_kill,scalar,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.equipment_drop_chance,map,red_flame_cave equipment chance,10,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.ancient_scroll_drop_chance,map,red_flame_cave scroll chance,3.0,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.equipment_quality_normal_chance,map,red_flame_cave quality chance,15,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.equipment_quality_fine_chance,map,red_flame_cave quality chance,25,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.equipment_quality_rare_chance,map,red_flame_cave quality chance,30,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.equipment_quality_epic_chance,map,red_flame_cave quality chance,20,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.equipment_quality_legendary_chance,map,red_flame_cave quality chance,8,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.equipment_quality_immortal_chance,map,red_flame_cave quality chance,2,percent,probability,frozen_v1,洞天设计,"","","",V1参数
map.red_flame_cave.ancient_scroll_pity_kills,map,red_flame_cave scroll pity kills,100,kills,constant,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.quality.multiplier.normal,loot,Normal quality multiplier,1,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.quality.multiplier.fine,loot,Fine quality multiplier,1.25,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.quality.multiplier.rare,loot,Rare quality multiplier,1.6,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.quality.multiplier.epic,loot,Epic quality multiplier,2.1,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.quality.multiplier.legendary,loot,Legendary quality multiplier,2.8,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.quality.multiplier.immortal,loot,Immortal quality multiplier,3.8,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.enhancement.max_level,loot,Enhancement max level,10,level,constant,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.enhancement.stat_multiplier_per_level,loot,Enhancement stat multiplier,0.06,ratio_per_level,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.enhancement.spirit_stone_base_cost,loot,Enhancement stone base cost,20,spirit_stone,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.enhancement.spirit_stone_growth,loot,Enhancement stone growth,1.35,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.enhancement.spirit_ore_base_cost,loot,Enhancement ore base cost,1,spirit_ore,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.enhancement.spirit_wood_base_cost,loot,Enhancement wood base cost,1,spirit_wood,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.enhancement.material_growth,loot,Enhancement material growth,1.25,ratio,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.stat_point.attack_value,loot,Attack per stat point,1,attack_per_point,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.stat_point.defence_value,loot,Defence per stat point,1,defence_per_point,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.stat_point.health_value,loot,Health per stat point,10,health_per_point,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.slot_budget.weapon,loot,weapon base budget,100,stat_points,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.slot_budget.armor,loot,armor base budget,80,stat_points,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.slot_budget.accessory,loot,accessory base budget,60,stat_points,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.affix.primary_share.weapon,loot,weapon primary share,70,percent,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.affix.secondary_share.weapon,loot,weapon secondary share,20,percent,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.affix.health_share.weapon,loot,weapon health share,10,percent,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.affix.primary_share.armor,loot,armor primary share,70,percent,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.affix.health_share.armor,loot,armor health share,30,percent,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.affix.primary_share.accessory,loot,accessory primary share,40,percent,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.affix.secondary_share.accessory,loot,accessory secondary share,40,percent,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.affix.health_share.accessory,loot,accessory health share,20,percent,scalar,frozen_v1,洞天设计,"","","",V1参数
loot.equipment.slot_count.total,loot,Equipped equipment slot count,6,count,policy,frozen_v1,洞天设计,"",1 weapon + 4 armor + 1 accessory,integer,装备穿戴槽位
loot.equipment.slot_count.weapon,loot,Equipped weapon slot count,1,count,policy,frozen_v1,洞天设计,"",fixed equipment layout,integer,装备穿戴槽位
loot.equipment.slot_count.armor,loot,Equipped armor slot count,4,count,policy,frozen_v1,洞天设计,"",fixed equipment layout,integer,装备穿戴槽位
loot.equipment.slot_count.accessory,loot,Equipped accessory slot count,1,count,policy,frozen_v1,洞天设计,"",fixed equipment layout,integer,装备穿戴槽位
loot.equipment.drop_slot_weight.weapon,loot,weapon equipment drop weight,1,weight,probability,frozen_v1,洞天设计,"",drop slot weighted by equipped slot count,integer,装备掉落部位权重
